lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_SW_DWN_norm,CLOUD_AMT_norm,PRECTOTCORR_norm
41.18,28.57,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.57,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.57,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.57,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.57,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.57,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.57,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.57,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.57,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.6,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.6,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.6,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.6,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.6,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.6,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.6,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.6,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.6,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.6,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.6,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.6,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.63,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.63,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.63,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.63,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.63,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.63,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.63,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.63,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.63,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.63,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.63,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.63,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.66,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.66,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.66,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.66,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.66,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.66,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.66,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.66,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.66,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.66,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.66,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.66,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.69,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.69,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.69,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.69,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.69,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.69,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.69,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.69,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.69,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.69,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.69,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.69,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.72,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.72,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.72,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.72,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.72,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.72,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.72,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.72,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.72,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.72,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.72,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.72,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.75,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.75,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.75,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.75,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.75,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.75,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.75,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.75,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.75,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.75,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.75,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.75,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.78,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.78,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.78,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.78,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.78,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.78,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.78,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.78,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.78,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.78,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.78,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.78,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.81,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.81,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.81,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.81,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.81,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.81,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.81,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.81,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.81,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.81,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.81,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.81,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.84,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.84,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.84,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.84,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.84,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.84,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.84,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.84,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.84,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.84,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.84,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.84,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.87,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.87,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.87,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.87,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.87,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.87,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.87,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.87,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.87,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.87,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.87,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.87,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.9,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.9,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.9,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.9,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.9,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.9,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.9,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.9,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.9,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.9,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.9,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.9,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.93,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.93,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.93,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.93,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.93,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.93,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.93,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.93,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.93,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.93,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.93,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.93,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.96,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.96,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.96,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.96,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.96,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.96,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.96,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.96,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.96,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.96,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.96,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.96,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,28.99,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.18,28.99,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.18,28.99,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.18,28.99,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.18,28.99,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.18,28.99,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.18,28.99,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.18,28.99,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.18,28.99,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.18,28.99,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.18,28.99,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.18,28.99,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.18,29.02,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.02,202302,8.67,0.44,75.84,1.83,0.00504,0.01148,0.00655
41.18,29.02,202303,10.41,0.38,81.4,2.49,0.00606,0.01232,0.00892
41.18,29.02,202304,15.39,0.45,77.59,3.07,0.00895,0.01175,0.01099
41.18,29.02,202305,18.83,0.48,75.98,1.24,0.01095,0.0115,0.00444
41.18,29.02,202306,23.93,0.57,50.76,0.86,0.01392,0.00768,0.00308
41.18,29.02,202307,25.58,0.63,28.76,0.33,0.01488,0.00435,0.00118
41.18,29.02,202308,21.98,0.61,33.24,0.3,0.01279,0.00503,0.00107
41.18,29.02,202309,17.75,0.6,55.94,0.71,0.01032,0.00847,0.00254
41.18,29.02,202310,11.5,0.52,63.42,1.15,0.00669,0.0096,0.00412
41.18,29.02,202311,6.57,0.42,78.12,6.37,0.00382,0.01183,0.02281
41.18,29.02,202312,4.93,0.38,71.96,2.3,0.00287,0.01089,0.00824
41.18,29.05,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.05,202302,8.67,0.44,75.84,1.83,0.00504,0.01148,0.00655
41.18,29.05,202303,10.41,0.38,81.4,2.49,0.00606,0.01232,0.00892
41.18,29.05,202304,15.39,0.45,77.59,3.07,0.00895,0.01175,0.01099
41.18,29.05,202305,18.83,0.48,75.98,1.24,0.01095,0.0115,0.00444
41.18,29.05,202306,23.93,0.57,50.76,0.86,0.01392,0.00768,0.00308
41.18,29.05,202307,25.58,0.63,28.76,0.33,0.01488,0.00435,0.00118
41.18,29.05,202308,21.98,0.61,33.24,0.3,0.01279,0.00503,0.00107
41.18,29.05,202309,17.75,0.6,55.94,0.71,0.01032,0.00847,0.00254
41.18,29.05,202310,11.5,0.52,63.42,1.15,0.00669,0.0096,0.00412
41.18,29.05,202311,6.57,0.42,78.12,6.37,0.00382,0.01183,0.02281
41.18,29.05,202312,4.93,0.38,71.96,2.3,0.00287,0.01089,0.00824
41.18,29.11,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.11,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.11,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.11,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.11,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.11,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.11,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.11,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.11,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.11,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.11,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.11,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.14,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.14,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.14,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.14,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.14,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.14,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.14,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.14,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.14,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.14,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.14,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.14,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.17,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.17,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.17,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.17,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.17,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.17,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.17,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.17,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.17,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.17,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.17,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.17,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.2,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.2,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.2,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.2,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.2,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.2,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.2,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.2,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.2,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.2,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.2,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.2,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.23,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.23,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.23,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.23,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.23,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.23,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.23,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.23,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.23,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.23,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.23,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.23,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.26,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.26,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.26,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.26,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.26,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.26,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.26,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.26,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.26,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.26,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.26,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.26,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.29,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.29,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.29,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.29,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.29,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.29,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.29,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.29,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.29,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.29,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.29,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.29,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.32,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.32,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.32,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.32,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.32,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.32,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.32,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.32,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.32,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.32,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.32,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.32,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.35,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.35,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.35,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.35,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.35,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.35,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.35,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.35,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.35,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.35,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.35,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.35,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.38,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.38,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.38,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.38,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.38,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.38,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.38,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.38,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.38,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
41.18,29.38,202310,11.5,0.52,63.42,1.83,0.00669,0.0096,0.00655
41.18,29.38,202311,6.57,0.42,78.12,6.97,0.00382,0.01183,0.02496
41.18,29.38,202312,4.93,0.38,71.96,2.45,0.00287,0.01089,0.00877
41.18,29.41,202301,5.47,0.38,77.44,0.72,0.00318,0.01172,0.00258
41.18,29.41,202302,8.67,0.44,75.84,2.53,0.00504,0.01148,0.00906
41.18,29.41,202303,10.41,0.38,81.4,2.88,0.00606,0.01232,0.01031
41.18,29.41,202304,15.39,0.45,77.59,3.03,0.00895,0.01175,0.01085
41.18,29.41,202305,18.83,0.48,75.98,1.35,0.01095,0.0115,0.00483
41.18,29.41,202306,23.93,0.57,50.76,1.56,0.01392,0.00768,0.00559
41.18,29.41,202307,25.58,0.63,28.76,0.79,0.01488,0.00435,0.00283
41.18,29.41,202308,21.98,0.61,33.24,0.51,0.01279,0.00503,0.00183
41.18,29.41,202309,17.75,0.6,55.94,0.89,0.01032,0.00847,0.00319
