lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_SW_DWN_norm,CLOUD_AMT_norm,PRECTOTCORR_norm
40.92,29.14,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.14,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.14,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.14,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.14,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.14,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.14,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.14,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.17,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.17,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.17,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.17,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.17,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.17,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.17,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.17,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.17,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.17,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.17,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.17,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.2,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.2,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.2,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.2,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.2,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.2,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.2,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.2,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.2,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.2,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.2,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.2,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.23,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.23,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.23,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.23,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.23,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.23,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.23,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.23,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.23,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.23,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.23,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.23,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.26,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.26,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.26,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.26,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.26,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.26,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.26,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.26,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.26,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.26,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.26,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.26,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.29,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.29,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.29,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.29,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.29,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.29,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.29,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.29,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.29,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.29,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.29,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.29,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.32,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.32,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.32,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.32,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.32,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.32,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.32,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.32,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.32,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.32,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.32,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.32,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.35,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.35,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.35,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.35,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.35,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.35,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.35,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.35,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.35,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.35,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.35,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.35,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.38,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.38,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.38,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.38,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.38,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.38,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.38,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.38,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.38,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.38,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.38,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.38,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.92,29.41,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.92,29.41,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.92,29.41,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.92,29.41,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.92,29.41,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.92,29.41,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.92,29.41,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.92,29.41,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.92,29.41,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.92,29.41,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.92,29.41,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.92,29.41,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.11,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.11,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.11,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.11,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.11,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.11,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.11,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.11,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.11,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.11,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.11,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.11,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.14,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.14,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.14,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.14,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.14,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.14,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.14,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.14,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.14,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.14,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.14,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.14,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.17,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.17,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.17,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.17,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.17,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.17,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.17,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.17,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.17,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.17,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.17,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.17,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.2,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.2,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.2,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.2,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.2,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.2,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.2,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.2,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.2,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.2,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.2,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.2,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.23,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.23,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.23,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.23,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.23,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.23,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.23,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.23,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.23,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.23,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.23,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.23,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.26,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.26,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.26,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.26,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.26,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.26,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.26,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.26,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.26,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.26,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.26,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.26,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.29,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.29,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.29,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.29,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.29,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.29,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.29,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.29,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.29,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.29,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.29,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.29,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.32,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.32,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.32,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.32,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.32,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.32,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.32,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.32,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.32,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.32,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.32,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.32,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.35,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.35,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.35,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.35,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.35,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.35,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.35,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.35,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.35,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.35,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.35,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.35,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.38,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.38,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.38,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.38,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.38,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.38,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.38,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.38,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.38,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.38,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.38,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.38,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.94,29.41,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.94,29.41,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.94,29.41,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.94,29.41,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.94,29.41,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.94,29.41,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.94,29.41,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.94,29.41,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.94,29.41,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.94,29.41,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.94,29.41,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.94,29.41,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.96,28.63,202301,6.05,0.4,75.06,0.72,0.00352,0.01136,0.00258
40.96,28.63,202302,9.69,0.48,70.55,1.83,0.00564,0.01068,0.00655
40.96,28.63,202303,10.86,0.39,79.54,2.49,0.00632,0.01204,0.00892
40.96,28.63,202304,16.18,0.47,78.77,3.07,0.00941,0.01193,0.01099
40.96,28.63,202305,18.86,0.48,75.06,1.24,0.01097,0.01136,0.00444
40.96,28.63,202306,24.3,0.58,51.28,0.86,0.01414,0.00776,0.00308
40.96,28.63,202307,27.2,0.67,28.6,0.33,0.01582,0.00433,0.00118
40.96,28.63,202308,21.83,0.6,39.64,0.3,0.0127,0.006,0.00107
40.96,28.63,202309,18.41,0.61,46.99,0.71,0.01071,0.00711,0.00254
40.96,28.63,202310,12.38,0.55,55.15,1.15,0.0072,0.00835,0.00412
40.96,28.63,202311,6.62,0.4,76.32,6.37,0.00385,0.01155,0.02281
40.96,28.63,202312,5.63,0.42,71.8,2.3,0.00327,0.01087,0.00824
40.96,28.81,202301,6.05,0.4,75.06,0.72,0.00352,0.01136,0.00258
40.96,28.81,202302,9.69,0.48,70.55,1.83,0.00564,0.01068,0.00655
40.96,28.81,202303,10.86,0.39,79.54,2.49,0.00632,0.01204,0.00892
40.96,28.81,202304,16.18,0.47,78.77,3.07,0.00941,0.01193,0.01099
40.96,28.81,202305,18.86,0.48,75.06,1.24,0.01097,0.01136,0.00444
40.96,28.81,202306,24.3,0.58,51.28,0.86,0.01414,0.00776,0.00308
40.96,28.81,202307,27.2,0.67,28.6,0.33,0.01582,0.00433,0.00118
40.96,28.81,202308,21.83,0.6,39.64,0.3,0.0127,0.006,0.00107
40.96,28.81,202309,18.41,0.61,46.99,0.71,0.01071,0.00711,0.00254
40.96,28.81,202310,12.38,0.55,55.15,1.15,0.0072,0.00835,0.00412
40.96,28.81,202311,6.62,0.4,76.32,6.37,0.00385,0.01155,0.02281
40.96,28.81,202312,5.63,0.42,71.8,2.3,0.00327,0.01087,0.00824
40.96,28.84,202301,6.05,0.4,75.06,0.72,0.00352,0.01136,0.00258
40.96,28.84,202302,9.69,0.48,70.55,1.83,0.00564,0.01068,0.00655
40.96,28.84,202303,10.86,0.39,79.54,2.49,0.00632,0.01204,0.00892
40.96,28.84,202304,16.18,0.47,78.77,3.07,0.00941,0.01193,0.01099
40.96,28.84,202305,18.86,0.48,75.06,1.24,0.01097,0.01136,0.00444
40.96,28.84,202306,24.3,0.58,51.28,0.86,0.01414,0.00776,0.00308
40.96,28.84,202307,27.2,0.67,28.6,0.33,0.01582,0.00433,0.00118
40.96,28.84,202308,21.83,0.6,39.64,0.3,0.0127,0.006,0.00107
40.96,28.84,202309,18.41,0.61,46.99,0.71,0.01071,0.00711,0.00254
40.96,28.84,202310,12.38,0.55,55.15,1.15,0.0072,0.00835,0.00412
40.96,28.84,202311,6.62,0.4,76.32,6.37,0.00385,0.01155,0.02281
40.96,28.84,202312,5.63,0.42,71.8,2.3,0.00327,0.01087,0.00824
40.96,29.08,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.96,29.08,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.96,29.08,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.96,29.08,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.96,29.08,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.96,29.08,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.96,29.08,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.96,29.08,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.96,29.08,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.96,29.08,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.96,29.08,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.96,29.08,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.96,29.11,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.96,29.11,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.96,29.11,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.96,29.11,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.96,29.11,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.96,29.11,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.96,29.11,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.96,29.11,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.96,29.11,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.96,29.11,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.96,29.11,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.96,29.11,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.96,29.14,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.96,29.14,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.96,29.14,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.96,29.14,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.96,29.14,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.96,29.14,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.96,29.14,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.96,29.14,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.96,29.14,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.96,29.14,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
40.96,29.14,202311,6.56,0.4,66.79,6.97,0.00382,0.01011,0.02496
40.96,29.14,202312,6.1,0.45,61.16,2.45,0.00355,0.00926,0.00877
40.96,29.17,202301,6.73,0.45,56.98,0.72,0.00391,0.00863,0.00258
40.96,29.17,202302,8.7,0.43,66.77,2.53,0.00506,0.01011,0.00906
40.96,29.17,202303,10.69,0.39,72.05,2.88,0.00622,0.01091,0.01031
40.96,29.17,202304,15.35,0.44,75.0,3.03,0.00893,0.01135,0.01085
40.96,29.17,202305,17.06,0.43,74.09,1.35,0.00992,0.01122,0.00483
40.96,29.17,202306,23.35,0.56,47.38,1.56,0.01358,0.00717,0.00559
40.96,29.17,202307,26.73,0.66,18.66,0.79,0.01555,0.00283,0.00283
40.96,29.17,202308,22.12,0.61,31.2,0.51,0.01287,0.00472,0.00183
40.96,29.17,202309,18.22,0.61,35.25,0.89,0.0106,0.00534,0.00319
40.96,29.17,202310,12.45,0.55,41.71,1.83,0.00724,0.00631,0.00655
